"Product URL","Product Title","Keyword","sku","Product ID","Sponsored Rank","Organic Rank","Is Top 24 Advertised"
"SLSB12P121","Stelive 12PCS Shoe Display Box Plastic Shoe Box Storage Containers Stackable Shoe Organizer Shoe Storage Box Magnetic Door Transparent Sneaker Case Dustproof Shoe Storage Bin, 33 x 25.4 x 18.6cm","shoe display box","SLSB12P121","B0D8W419LZ","P1 - 2 / 60","P1 - 14 / 60","Yes"
"SLSB12P121","Stelive 12PCS Shoe Display Box Plastic Shoe Box Storage Containers Stackable Shoe Organizer Shoe Storage Box Magnetic Door Transparent Sneaker Case Dustproof Shoe Storage Bin, 33 x 25.4 x 18.6cm","shoe storage box","SLSB12P121","B0D8W419LZ","P1 - 22 / 60","P1 - 54 / 60","Yes"
"TX024&TX023&TX036&TX161","TOPEX 12V Mini Cordless Angle Grinder Cut Off Tool Set/Grinder w/Battery &Charger & Grinding Combo Discs","angle grinder","TX024&TX023&TX036&TX161","B09HZQ7HMJ","P1 - 57 / 60","P1 - 51 / 60","No"
"TX024&TX023&TX036&TX161","No","grinder","TX024&TX023&TX036&TX161","B09HZQ7HMJ","No","No","No"
"TLGWS16L002","TOPLAND 16L Weed Sprayer Backpack Battery Powered with 20V Battery and Charger","weed sprayer","TLGWS16L002","B08QV636GJ","P1 - 3 / 60","P1 - 26 / 60","Yes"
"TLGWS16L002","TOPLAND 16L Weed Sprayer Backpack Battery Powered with 20V Battery and Charger","backpack sprayer","TLGWS16L002","B08QV636GJ","P2 - 21 / 53","P1 - 8 / 57","Yes"
"TLGWS16L002","TOPLAND 16L Weed Sprayer Backpack Battery Powered with 20V Battery and Charger","weed sprayer","TLGWS16L002","B08QV636GJ","P1 - 3 / 60","P1 - 26 / 60","Yes"
"MSCD12V004","MasterSpec 12V Cordless Drill Driver Screwdriver Accessories W/Battery Charger","power drills cordless","MSCD12V004","B08JTLXYP7","P2 - 23 / 60","P1 - 31 / 60","Yes"
"MSCD12V004","MasterSpec 12V Cordless Drill Driver Screwdriver Accessories W/Battery Charger","drill","MSCD12V004","B08JTLXYP7","P2 - 24 / 60","P1 - 11 / 60","No"
"MSCD12V004","MasterSpec 12V Cordless Drill Driver Screwdriver Accessories W/Battery Charger","cordless drill","MSCD12V004","B08JTLXYP7","P1 - 58 / 60","P1 - 10 / 60","No"
