"Product URL","Product Title","Keyword","Product ID","Sponsored Rank","Organic Rank","Is Top 24 Advertised"
"https://www.ebay.com.au/itm/187196293335","TOPEX 19 Inch Rolling Tool Bag, Multi-pocket Tool Organiser, Large Tool Tote Bag","tool bag","187196293335","P1 - 3 / 78","N/A","Yes"
